age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
67,M,1313,En Couple,2,FALSE,932 KB 70
30,M,212,En Couple,1,FALSE,4409 HF 26
53,M,1270,Célibataire,0,FALSE,9999 KL 85
31,F,405,Célibataire,0,FALSE,2607 OV 40
57,F,1018,En Couple,0,TRUE,34 UF 30
25,M,229,En Couple,1,FALSE,2173 AQ 10
22,M,192,En Couple,0,FALSE,699 PX 18
50,M,249,En Couple,4,FALSE,6470 YU 89
26,F,402,Célibataire,0,FALSE,5154 TC 38
22,F,460,Célibataire,0,FALSE,3366 TK 83
20,M,484,En Couple,0,FALSE,1624 BT 35
54,M,579,Célibataire,0,FALSE,6067 BN 18
37,F,442,En Couple,1,FALSE,5831 QH 19
37,M,588,En Couple,1,FALSE,1150 QW 94
26,M,234,Célibataire,0,FALSE,2790 IR 95
42,M,420,En Couple,0,TRUE,7520 DY 34
76,F,1315,En Couple,0,FALSE,6564 OR 66
42,M,576,Célibataire,0,FALSE,1695 VZ 27
75,M,195,Célibataire,0,FALSE,4378 FO 57
70,M,468,En Couple,2,FALSE,5048 TO 87
54,M,1330,En Couple,2,TRUE,3484 EC 63
28,F,572,En Couple,3,FALSE,3316 CB 19
70,F,239,En Couple,2,FALSE,7222 KA 98
67,F,202,Célibataire,0,FALSE,6981 CX 50
47,M,876,En Couple,2,FALSE,5072 PV 23
23,M,812,En Couple,1,FALSE,4999 ZV 95
75,M,177,En Couple,1,FALSE,9659 VQ 23
51,F,468,En Couple,1,FALSE,7793 RB 62
39,F,1098,En Couple,1,FALSE,4451 CJ 92
78,M,415,Célibataire,0,FALSE,739 EP 90
50,M,187,En Couple,0,TRUE,4461 ES 21
19,M,1373,En Couple,4,FALSE,8648 DI 19
51,F,590,En Couple,1,FALSE,2616 YG 12
25,M,407,Seule,3,FALSE,8387 AN 53
26,M,156,Seule,3,FALSE,7085 OH 44
27,M,594,Célibataire,0,FALSE,6467 GZ 38
34,M,1083,En Couple,3,TRUE,2081 TQ 41
24,F,1313,En Couple,1,FALSE,8544 EH 69
25,M,1284,En Couple,2,TRUE,1200 FD 76
25,F,561,En Couple,2,FALSE,3021 CC 67
74,M,591,Célibataire,0,FALSE,6737 LD 28
27,M,974,En Couple,2,FALSE,8758 XC 32
31,F,218,En Couple,3,FALSE,3334 ZV 79
55,M,183,En Couple,1,FALSE,6817 XS 49
64,M,974,En Couple,2,FALSE,4490 RF 53
27,M,?,Célibataire,0,FALSE,3631 BT 28
47,M,157,Seule,2,FALSE,6323 XR 74
18,M,198,En Couple,3,FALSE,2041 MM 12
21,M,1103,En Couple,2,FALSE,303 TF 21
24,M,243,En Couple,2,TRUE,2773 VP 78
30,M,1118,En Couple,1,TRUE,6168 KC 30
19,M,417,Célibataire,0,FALSE,7152 PT 73
84,M,707,En Couple,1,TRUE,6402 WT 87
50,M,1174,En Couple,0,FALSE,9858 MZ 55
58,M,234,En Couple,2,TRUE,153 VU 19
26,M,784,En Couple,2,TRUE,6751 XU 62
19,M,1199,En Couple,0,FALSE,726 AE 92
51,M,590,En Couple,4,FALSE,1938 OJ 76
83,F,452,En Couple,4,TRUE,4424 TS 67
53,M,1198,En Couple,4,TRUE,8194 QY 15
49,M,1105,En Couple,4,FALSE,445 CS 76
42,M,239,Célibataire,0,FALSE,9631 HI 39
22,F,404,En Couple,2,FALSE,3400 WA 98
48,M,449,En Couple,0,FALSE,8516 DN 73
44,F,1366,En Couple,2,FALSE,6154 PL 19
42,M,786,En Couple,0,FALSE,3508 CG 79
23,M,518,En Couple,2,TRUE,5771 SZ 50
27,M,1347,En Couple,1,FALSE,6718 JW 17
28,M,187,Célibataire,0,FALSE,6335 LB 12
23,F,219,Célibataire,0,FALSE,5722 VE 80
56,F,599,En Couple,2,FALSE,4659 DX 43
36,M,209,En Couple,0,FALSE,5051 FP 14
69,M,403,Célibataire,0,FALSE,1278 MX 73
33,M,1273,En Couple,1,FALSE,4844 XL 37
42,M,206,Célibataire,0,FALSE,2307 DR 78
70,M,567,En Couple,3,TRUE,2885 ZC 24
47,M,964,Célibataire,0,FALSE,1531 OO 80
57,F,242,En Couple,1,FALSE,3830 FL 37
74,F,220,Seule,2,FALSE,4093 ER 25
80,M,1353,En Couple,1,FALSE,3656 EJ 72
45,F,447,En Couple,2,FALSE,5528 LK 75
35,M,465,En Couple,0,FALSE,1713 AK 41
42,M,446,En Couple,0,TRUE,3125 TM 25
21,M,1362,En Couple,2,TRUE,7726 CJ 83
55,F,478,En Couple,2,FALSE,9655 YF 50
21,M,204,Célibataire,0,FALSE,5511 YZ 93
35,F,436,En Couple,3,FALSE,3916 TM 40
52,M,490,En Couple,0,FALSE,2784 IZ 19
20,M,172,En Couple,4,TRUE,6282 NK 37
35,F,1389,Célibataire,0,FALSE,164 DC 31
26,F,586,Célibataire,0,FALSE,7284 LI 42
34,M,578,En Couple,0,FALSE,5130 DQ 43
52,M,230,En Couple,2, ,9429 RA 21
20,M,516,En Couple,3,FALSE,6434 TC 42
28,F,219,Célibataire,0,FALSE,7618 CC 46
27,M,1138,En Couple,1,FALSE,2822 AG 32
69,M,516,En Couple, ,FALSE,8122 IR 73
20,F,1342,En Couple,0,FALSE,1275 EH 62
31,M,588,Célibataire,0,FALSE,5638 BJ 24
51,M,167,En Couple,1,FALSE,2223 KW 32
42,M,493,En Couple,2,TRUE,8811 VN 38
26,F,450,En Couple,1,FALSE,6634 UB 95
82,F,476,Célibataire,0,FALSE,4244 QJ 20
21,M,427,En Couple,2,TRUE,5087 VE 71
35,M,586,En Couple,4,FALSE,6282 AB 46
47,M,1155,En Couple,3,FALSE,6905 YC 18
73,F,1035,En Couple,0,FALSE,6718 ZB 25
37,M,860,En Couple,4,FALSE,2496 YI 58
33,M,1308,En Couple,1,FALSE,459 GK 22
58,M,908,En Couple,1,FALSE,8116 TE 48
65,F,169,En Couple,3,FALSE,6006 XQ 40
45,F,1264,En Couple,1,FALSE,8142 UW 18
20,F,574,Seule,1,FALSE,3311 LK 61
52,F,446,En Couple,0,FALSE,2771 UA 38
72,M,529,En Couple,4,FALSE,7824 ZF 84
63,M,201,Célibataire,0,FALSE,4482 GE 23
84,M,1222,En Couple,1,FALSE,3210 EP 51
46,F,193,En Couple,3,FALSE,1619 PR 96
20,F,540,En Couple,1,FALSE,4588 VB 91
74,M,230,En Couple,0,FALSE,7047 LC 64
53,M,165,En Couple,1,FALSE,3582 OQ 70
59,M,598,En Couple,1,FALSE,6188 NK 93
46,Féminin,560,En Couple,0,FALSE,3823 TX 55
73,M,466,En Couple,2,FALSE,1432 CX 97
33,F,406,En Couple,3,FALSE,4204 UZ 47
63,F,587,Célibataire,0,FALSE,4379 JF 89
83,F,1333,Célibataire,0,FALSE,7962 ZZ 62
82,F,404,En Couple,0,TRUE,8047 XR 52
53,M,491,Célibataire,0,FALSE,6537 RI 84
45,M,436,Célibataire,0,FALSE,3833 SP 41
40,M,427,En Couple,3,FALSE,2912 CG 36
54,M,164,En Couple,1,FALSE,183 AT 11
51,M,176,En Couple,3,FALSE,5941 YW 62
28,F,408,Célibataire,0,FALSE,4353 CD 67
67,F,587,En Couple,0,FALSE,484 BG 58
52,M,411,Célibataire,0,FALSE,6057 FQ 53
55,M,494,En Couple,0,FALSE,4021 WP 54
41,M,1019,Seule,3,FALSE,2413 NY 98
20,M,191,En Couple,4,FALSE,5624 MK 91
23,M,583,En Couple,1,FALSE,82 IL 18
45,M,191,En Couple,3,FALSE,3049 WP 73
35,M,540,En Couple,0,TRUE,8136 JO 58
79,M,159,En Couple,2,FALSE,5390 FF 28
24,M,436,En Couple,1,FALSE,4202 VM 76
66,M,1050,En Couple,1,FALSE,7413 WH 36
40,M,945,Célibataire,0,FALSE,6652 OG 44
56,M,506,En Couple,2,FALSE,8905 FK 53
22,M,405,En Couple,0,FALSE,3805 YF 43
56,M,510,Célibataire,0,FALSE,9644 PG 25
24,M,1320,En Couple,3,FALSE,6293 SO 37
34,M,1358,Seule,2,FALSE,8684 CA 19
73,M,506,En Couple,1,TRUE,4133 GC 66
80,F,538,En Couple,2,FALSE,2367 HZ 15
33,M,153,En Couple,0,FALSE,1819 EI 14
34,M,462,En Couple,3,TRUE,6280 KG 67
52,M,423,En Couple,3,FALSE,7421 AW 17
41,M,194,Célibataire,0,FALSE,738 HS 60
22,M,463,Célibataire,0,FALSE,491 FG 21
84,F,957,Seule,1,FALSE,5425 KD 62
45,M,1297,Seule,1,FALSE,9343 DH 53
22,F,173,Célibataire,0,FALSE,3350 ZH 33
20,F,993,En Couple,2,FALSE,2877 DV 84
52,M,491,Seul,0,FALSE,8361 TK 39
52,M,242,En Couple,2,FALSE,453 KK 94
50,M,754,En Couple,4,FALSE,8830 DP 17
44,F,236,En Couple,2,FALSE,3582 VC 85
65,M,226,En Couple,1,FALSE,1059 ZQ 35
35,M,496,En Couple,4,FALSE,5738 BM 66
57,M,530,Seule,1,FALSE,9565 EV 38
55,F,426,Célibataire,0,FALSE,3591 TE 57
44,M,1068,En Couple,0,FALSE,512 GM 70
52,M,835,Célibataire,0,FALSE,1546 UW 69
34,F,470,En Couple,0,FALSE,86 PE 85
25,F,1255,Célibataire,0,FALSE,4195 UK 93
78,M,575,Célibataire,0,FALSE,2436 EA 97
28,M,230,En Couple,3,FALSE,493 GJ 63
36,M,1018,Seule,2,FALSE,4074 FA 60
19,M,581,En Couple,1,FALSE,8476 WO 18
51,F,914,Célibataire,0,FALSE,6273 SM 33
26,M,547,En Couple,4,FALSE,2367 OY 62
19,F,470,En Couple,1,FALSE,1100 DS 94
41,F,1352,Célibataire,0,FALSE,8733 QJ 21
26,M,501,En Couple,0,TRUE,6585 TS 70
29,M,538,Célibataire,0,FALSE,1929 WP 37
20,M,232,En Couple,4,FALSE,895 XW 45
19,M,405,Célibataire,0,FALSE,4832 TE 28
64,M,1102,En Couple,4,FALSE,2400 PO 13
51,Masculin,590,Célibataire,0,FALSE,7928 VL 42
36,M,476,Célibataire,0,FALSE,7958 VN 23
59,Homme,1273,En Couple,0,FALSE,8961 HH 34
34,F,1181,En Couple,2,TRUE,4582 GA 61
52,F,591,En Couple,1,FALSE,389 KM 91
53,F,572,Célibataire,0,FALSE,5186 FU 85
56,F,567,Célibataire,0,FALSE,3976 VF 59
51,M,223,Seule,1,FALSE,7088 NE 33
48,M,542,Célibataire,0,FALSE,2570 TW 16
20,M,220,En Couple,1,FALSE,4934 DY 31
57,M,217,Seule,2,FALSE,9570 ES 58
67,F,540,En Couple,0,FALSE,592 BM 34
20,F,1137,Célibataire,0,FALSE,946 NH 30
45,M,903,En Couple,0,FALSE,7749 DS 72
42,M,409,En Couple,1,FALSE,9847 FV 90
82,M,194,En Couple,0,FALSE,6039 PI 53
82,M,196,En Couple,0,FALSE,4936 YW 46
20,M,427,En Couple,4,FALSE,9265 UW 84
60,M,1112,En Couple,4,FALSE,8628 AT 18
39,M,548,En Couple,0,FALSE,3993 LF 89
46,F,446,En Couple,1,FALSE,8998 CR 51
44,M,565,En Couple,1,FALSE,8157 PK 48
44,F,201,En Couple,4,FALSE,9394 BX 71
41,M,400,En Couple,1,FALSE,6295 ZA 74
70,F,479,En Couple,0,FALSE,3207 NG 28
50,M,518,Célibataire,0,FALSE,27 RJ 22
57,F,248,En Couple,1,FALSE,4492 YR 16
51,M,202,Marié(e),0,TRUE,454 VA 86
23,M,152,En Couple,3,TRUE,5940 GN 12
53,M,400,En Couple,1,TRUE,318 DM 45
53,M,807,Célibataire,0,FALSE,2348 QL 88
27,M,173,En Couple,2,FALSE,6166 TG 70
32,M,895,Seule,1,FALSE,7562 FL 87
20,M,464,En Couple,4,TRUE,2952 EJ 13
44,F,173,Célibataire,0,FALSE,2765 WR 26
22,M,1248,En Couple,0,FALSE,8794 MP 70
48,M,217,En Couple,1,TRUE,8529 RX 12
83,F,844,Célibataire,0,FALSE,300 CM 37
18,F,1299,Marié(e),2,FALSE,9946 LW 97
32,M,563,Seul,0,FALSE,1030 IE 45
51,Homme,517,En Couple,1,FALSE,7365 UU 45
30,M,423,Célibataire,0,FALSE,8668 QM 73
49,F,422,En Couple,4,FALSE,5132 HW 22
40,M,535,Célibataire,0,FALSE,7611 YF 63
29,M,444,En Couple,1,FALSE,1040 IY 32
22,M,1099,En Couple,0,FALSE,1195 BS 96
20,M,196,En Couple,1,FALSE,5742 AA 18
59,M,451,Célibataire,0,FALSE,1580 AF 32
19,F,1303,Célibataire,0,FALSE,1117 PC 50
39,F,406,En Couple,3,FALSE,8635 AE 25
56,M,464,En Couple,3,FALSE,2012 AK 65
64,M,1251,En Couple,4,FALSE,5116 SN 54
44,M,460,En Couple,2,TRUE,1238 EF 93
53,M,445,En Couple,3,FALSE,8350 PY 39
46,M,476,Célibataire,0,FALSE,911 SI 64
32,M,452,En Couple,1,FALSE,6188 PX 66
51,M,542,En Couple,1,FALSE,8293 BW 27
43,F,208,En Couple,0,FALSE,7080 FY 42
45,M,188,En Couple,2,FALSE,8849 HW 89
40,F,594,En Couple,1,TRUE,8608 JP 67
30,M,491,En Couple,0,TRUE,7254 TH 87
47,F,481,Célibataire,0,FALSE,9883 WM 80
56,F,426,En Couple,0,FALSE,3390 UV 56
72,M,933,Célibataire,0,FALSE,9354 CZ 19
41,M,455,En Couple,3,FALSE,6786 FK 75
59,M,218,En Couple,1,TRUE,1705 TB 37
23,M,409,Célibataire,0,FALSE,688 JC 62
21,M,817,En Couple,1,FALSE,6349 HI 97
81,M,153,Célibataire,0,FALSE,6388 IZ 12
26,F,422,En Couple,3,TRUE,6613 CB 83
27,M,500,Célibataire,0,FALSE,2465 IC 30
45,Masculin,785,Célibataire,0,FALSE,5098 JZ 69
71,F,1292,Célibataire,0,FALSE,7639 IF 31
56,F,1115,En Couple,0,TRUE,5793 EL 71
49,M,1349,En Couple,4,TRUE,5916 ZR 41
29,M,161,En Couple,2,FALSE,7173 WY 35
78,M,408,Célibataire,0,FALSE,4005 YA 72
74,M,716,En Couple,4,TRUE,4575 FZ 36
32,F,493,Seule,1,FALSE,6252 XQ 81
47,F,508,Célibataire,0,FALSE,7376 GM 19
56,F,409,En Couple,4,FALSE,4440 MX 41
18,M,856,En Couple,0,FALSE,5443 BF 72
28,F,238,En Couple,3,FALSE,186 DE 29
22,F,437,En Couple,2,TRUE,5213 GG 55
20,M,167,En Couple,3,FALSE,4348 BP 15
58,M,777,Célibataire,0,FALSE,3310 BX 26
56,M,482,Seule,2,FALSE,962 ME 63
46,M,1349,En Couple,0,FALSE,1920 RE 79
65,F,526,Célibataire,0,FALSE,1898 BX 72
32,M,541,Célibataire,0,FALSE,9156 WO 57
38,M,421,En Couple,0,FALSE,4781 OE 20
69,M,583,Célibataire,0,FALSE,3433 DE 89
29,M,1010,Marié(e),1,FALSE,6861 SL 16
20,F,543,Célibataire,0,FALSE,5783 PV 27
43,M,239,En Couple,0,FALSE,1319 TB 40
22,M,1381,En Couple,2,FALSE,4029 PH 96
79,M,484,En Couple,2,FALSE,8128 UR 63
49,M,492,Célibataire,0,FALSE,7000 FS 67
27,F,1324,Célibataire,0,FALSE,5290 NZ 54
27,M,417,En Couple,4,FALSE,254 OH 44
54,M,580,En Couple,2,FALSE,4429 YB 86
46,M,487,Célibataire,0,FALSE,3260 OG 60
35,M,502,Célibataire,0,FALSE,6400 HW 94
32,F,1379,En Couple,1,FALSE,6029 UL 47
35,Masculin,450,En Couple,3,FALSE,2479 WM 11
38,M,530,En Couple,0,FALSE,372 CA 95
69,M,453,Seule,3,FALSE,132 XA 46
49,F,468,En Couple,4,FALSE,526 YV 38
55,F,847,Célibataire,0,FALSE,5360 JK 83
58,M,924,En Couple,3,FALSE,5346 FM 75
50,M,1070,En Couple,4,FALSE,144 DI 46
47,F,1023,Célibataire,0,FALSE,4322 CQ 90
29,F,856,Célibataire,0,FALSE,8010 UU 52
34,M,773,Célibataire,0,FALSE,2282 TQ 63
26,M,423,En Couple,1,FALSE,6687 YQ 81
35,M,244,En Couple,0,FALSE,5133 NA 40
39,M,197,En Couple,2,FALSE,9049 GP 57
23,M,1361,Célibataire,0,FALSE,1453 VU 24
52,M,230,En Couple,0,TRUE,6475 YY 27
84,N/D,217,En Couple,0,FALSE,4354 IU 56
29,M,893,Marié(e),1,FALSE,1270 LE 77
49,F,573,En Couple,1,FALSE,9999 XO 72
65,M,1078,En Couple,2,FALSE,7280 ZK 15
77,M,410,Célibataire,0,FALSE,225 GK 42
43,F,150,Célibataire,0,FALSE,5388 MV 24
55,M,484,En Couple,0,TRUE,8241 FT 64
20,F,566,En Couple,3,FALSE,2742 OT 65
47,M,741,En Couple,1,FALSE,5983 EX 60
31,M,1332,En Couple,2,FALSE,8613 FY 75
45,M,599,Célibataire,0,FALSE,1862 BM 65
34,M,486,En Couple,0,FALSE,3578 FF 87
47,M,159,En Couple,0,TRUE,6141 WR 21
80,M,1221,En Couple,0,FALSE,6093 TH 10
43,M,196,Célibataire,0,FALSE,9442 KZ 76
56,M,543,Seul,0,FALSE,3173 CF 33
31,F,1294,En Couple,1,FALSE,8526 AD 76
20,Homme,235,En Couple,4,FALSE,1582 BZ 82
25,M,768,En Couple,3,TRUE,6453 PB 51
49,M,450,En Couple,2,TRUE,161 CU 32
61,M,557,Célibataire,0,FALSE,3141 SZ 81
36,F,716,Célibataire,0,FALSE,4241 IR 10
51,M,1181,En Couple,2,FALSE,1651 XV 33
54,F,536,En Couple,2,FALSE,4298 RJ 43
61,F,555,Célibataire,0,FALSE,9171 PA 61
38,F,536,Célibataire,0,FALSE,7058 MW 52
64,M,417,En Couple,1,FALSE,9583 PP 27
65,M,242,En Couple,0,FALSE,6250 DE 98
23,M,472,Célibataire,0,FALSE,1420 KQ 89
55,M,1236,En Couple,3,FALSE,7612 IC 42
18,Masculin,504,En Couple,2,FALSE,2506 WY 57
19,F,425,Célibataire,0,FALSE,395 DZ 20
46,M,983,Seule,2,FALSE,9042 JO 21
74,F,494,En Couple,0,FALSE,1896 GU 30
76,M,436,Célibataire,0,FALSE,3639 TT 16
42,F,715,En Couple,1,TRUE,6729 YA 44
55,F,242,En Couple,1,FALSE,5223 QO 77
37,M,1097,En Couple,4,FALSE,6593 WC 46
43,F,904,Célibataire,0,FALSE,3066 ZO 75
18,M,179,En Couple,2,FALSE,4540 BQ 74
27,M,1384,En Couple,0,FALSE,2639 CH 22
46,M,505,En Couple,0,FALSE,1377 TQ 38
33,M,174,Célibataire,0,FALSE,8403 ZD 76
70,F,212,En Couple,1,TRUE,2272 OF 83
18,M,489,En Couple,4,TRUE,6651 KA 85
43,F,1358,Célibataire,0,FALSE,4004 IK 58
29,M,973,En Couple,2,FALSE,1510 TX 91
38,M,520,En Couple,2,FALSE,3328 RO 74
56,M,464,En Couple,0,FALSE,5054 JR 77
20,F,465,En Couple,3,FALSE,5923 GJ 22
52,F,544,En Couple,3,TRUE,5973 WD 63
32,F,418,En Couple,1,FALSE,6885 YK 47
25,M,805,En Couple,3,FALSE,8970 BC 43
49,M,249,En Couple,2,FALSE,2313 DE 92
44,M,453,Célibataire,0,FALSE,5763 GM 85
37,M,456,En Couple,1,FALSE,5323 CU 26
38,M,844,En Couple,2,FALSE,674 ES 24
51,M,179,Célibataire,0,FALSE,6913 ZY 27
33,M,790,Célibataire,0,FALSE,1763 XU 37
75,F,410,En Couple,0,FALSE,4540 XQ 76
26,M,203,Seule,2,FALSE,3401 HL 19
57,M,150,Célibataire,0,FALSE,885 OP 15
67,M,564,En Couple,4,FALSE,1894 GS 91
48,M,970,En Couple,1,FALSE,9650 BU 30
36,M,596,En Couple,2,TRUE,7777 TG 79
29,M,846,Célibataire,0,FALSE,7232 GB 72
31,F,764,En Couple,2,FALSE,4191 UO 19
32,M,1097,Célibataire,0,FALSE,5112 CS 87
35,M,565,En Couple,1,FALSE,6220 KV 34
22,F,188,En Couple,2,TRUE,1564 RG 35
47,F,525,Célibataire,0,FALSE,1441 WX 40
28,M,851,En Couple,1,FALSE,5480 RY 54
56,M,1062,En Couple,2,FALSE,3789 DU 51
44,Homme,1047,En Couple,3,FALSE,931 DJ 36
59,F,449,En Couple,4,FALSE,3966 MQ 53
65,M,1169,Célibataire,0,FALSE,237 DJ 35
43,M,1100,Célibataire,0,FALSE,9335 ZD 69
44,F,464,Célibataire,0,FALSE,6049 PS 29
84,M,493,En Couple,1,FALSE,5465 GN 58
41,F,433,En Couple,4,FALSE,8962 DH 75
58,M,428,Seule,1,FALSE,1036 GI 69
35,M,960,En Couple,1,TRUE,2079 AA 85
21,F,409,En Couple,2,FALSE,4900 YG 31
71,F,523,Célibataire,0,FALSE,3056 CJ 56
21,M,470,Célibataire,0,FALSE,1182 CL 42
33,F,183,Célibataire,0,FALSE,3496 ZY 41
31,M,173,En Couple,2,FALSE,6578 OG 55
83,F,1204,Célibataire,0,FALSE,6579 VU 80
44,Féminin,1366,Seule,1,FALSE,5728 GT 39
54,M,220,En Couple,2,FALSE,3671 ZJ 62
34,F,450,En Couple,0,TRUE,9717 TU 32
25,F,409,Célibataire,0,FALSE,2468 QP 38
35,F,1169,Célibataire,0,FALSE,8389 BM 17
59,M,445,Célibataire,0,FALSE,3558 NN 59
28,M,225,Célibataire,0,FALSE,7696 JX 22
53,M,402,Célibataire,0,FALSE,8527 UO 26
41,M,598,Célibataire,0,FALSE,5678 YI 67
19,M,462,En Couple,2,FALSE,7615 CO 25
67,M,1106,Seule,2,FALSE,101 BY 56
56,Féminin,513,Célibataire,0,FALSE,8446 RZ 38
23,M,555,Célibataire,0,FALSE,5999 PT 71
62,M,230,Célibataire,0,FALSE,9518 YQ 81
51,F,1033,En Couple,2,FALSE,5126 DA 73
60,M,431,En Couple,0,TRUE,5947 NQ 72
24,M,547,Célibataire,0,FALSE,443 LN 64
51,F,743,Célibataire,0,FALSE,9244 ZG 38
30,M,246,Célibataire,0,FALSE,9975 OJ 70
38,M,1098,En Couple,0,FALSE,1041 TW 92
57,M,1088,Célibataire,0,FALSE,6450 KQ 69
79,M,506,Célibataire,0,FALSE,7940 DA 73
43,M,221,Célibataire,0,FALSE,8506 WC 38
40,M,462,En Couple,1,FALSE,9930 WD 73
64,M,179,En Couple,0,FALSE,4649 ME 60
56,M,956,En Couple,0,FALSE,193 QP 34
31,M,510,En Couple,1,TRUE,9377 CD 18
62,F,427,Célibataire,0,FALSE,5857 KI 46
20,M,198,En Couple,2,FALSE,3713 IA 16
30,M,907,En Couple,0,TRUE,6525 SO 69
48,M,939,Célibataire,0,FALSE,2111 NJ 19
25,F,182,En Couple,1,FALSE,5201 XG 75
20,F,1384,Seule,2,FALSE,5516 WR 13
24,M,227,Célibataire,0,FALSE,5811 FE 70
78,M,508,En Couple,2,FALSE,9669 KP 71
35,M,541,En Couple,4,FALSE,3219 DW 47
25,M,209,En Couple,2,FALSE,2415 YE 57
65,M,471,En Couple,2,FALSE,6588 MZ 91
41,M,884,En Couple,0,FALSE,5032 IO 54
81,M,530,En Couple,4,FALSE,291 BF 89
42,M,734,En Couple,1,FALSE,3690 QR 72
19,M,410,En Couple,4,TRUE,9989 UZ 55
22,M,1216,Seule,3,FALSE,8537 KE 45
61,M,428,En Couple,1,FALSE,8394 BD 51
40,F,1006,Célibataire,0,FALSE,1185 OK 66
23,F,839,Célibataire,0,FALSE,6582 GW 81
54,M,156,En Couple,3,FALSE,842 TL 13
43,M,489,En Couple,2,FALSE,3204 SI 27
44,F,526,En Couple,1,FALSE,3670 DB 36
46,M,179,Célibataire,0,FALSE,1003 UF 94
18,F,547,En Couple,0,TRUE,1727 YO 71
73,F,719,En Couple,2,TRUE,2683 RO 63
36,M,519,En Couple,4,FALSE,8395 WI 82
22,M,405,Célibataire,0,FALSE,2942 ZN 74
18,F,155,Célibataire,0,FALSE,5178 FO 93
37,M,243,Célibataire,0,FALSE,8985 OK 33
35,M,992,En Couple,3,FALSE,8372 YU 33
34,M,413,Célibataire,0,FALSE,8298 TD 52
43,M,529,En Couple,0,FALSE,4573 FJ 10
34,M,450,En Couple,4,FALSE,9337 LR 17
22,M,770,Célibataire,0,FALSE,4705 SA 13
35,M,432,Célibataire,0,FALSE,1033 ZD 68
63,M,505,En Couple,2,FALSE,5642 YP 68
35,M,884,Célibataire,0,FALSE,1013 ZD 46
23,M,184,Célibataire,0,FALSE,711 DR 28
64,M,1038,Célibataire,0,FALSE,3925 XQ 97
54,F,1162,En Couple,2,FALSE,6613 NL 22
25,M,1201,Célibataire,0,FALSE,4808 OS 91
19,F,1248,Célibataire,0,FALSE,7192 XO 68
67,M,581,En Couple,2,FALSE,713 YM 74
56,M,589,Célibataire,0,FALSE,1263 AM 63
26,F,175,?,4,TRUE,5149 MG 24
55,F,464,En Couple,2,TRUE,3781 IC 57
70,F,948,Célibataire,0,FALSE,9521 FX 64
37,M,427,En Couple,0,FALSE,4236 IA 26
31,M,481,Célibataire,0,FALSE,2941 BC 71
40,M,526,En Couple,3,FALSE,5681 RL 90
41,F,222,En Couple,2,FALSE,4709 DZ 16
42,F,535,En Couple,4,FALSE,7229 HH 49
53,M,554,Célibataire,0,FALSE,5716 UF 64
23,M,549,Seule,1,FALSE,3456 HL 89
57,M,1129,En Couple,4,FALSE,6993 QX 59
24,F,1309,En Couple,2,FALSE,4534 VW 83
38,M,505,Célibataire,0,FALSE,155 MO 13
19,M,553,Seule,3,FALSE,675 SU 87
43,F,836,En Couple,2,TRUE,6191 US 81
62,F,518,Célibataire,0,FALSE,1752 YC 23
32,M,543,En Couple,0,TRUE,8926 YN 22
36,F,412,Seule,1,FALSE,3373 QE 59
59,M,557,Célibataire,0,FALSE,5689 UV 41
38,F,464,Célibataire,0,FALSE,8119 SJ 48
35,M,508,En Couple,4,FALSE,615 YE 43
69,M,229,En Couple,4,TRUE,8065 NH 46
55,M,457,Célibataire,0,FALSE,9163 JE 68
19,M,216,En Couple,2,FALSE,916 DT 68
76,M,558,En Couple,4,FALSE,3552 WU 93
51,M,-1,En Couple,4,FALSE,1265 SK 86
66,M,1302,En Couple,3,FALSE,3278 MK 69
20,M,1192,Seule,2,FALSE,3154 DD 83
34,M,516,En Couple,2,FALSE,2516 MO 30
22,M,907,En Couple,3,FALSE,4495 CT 49
40,M,553,Célibataire,0,FALSE,7933 MH 79
20, ,164,En Couple,0,FALSE,9429 CU 88
47,M,1041,Célibataire,0,FALSE,6333 DX 25
69,M,577,En Couple,0,FALSE,1438 RK 87
21,F,1063,Célibataire,0,FALSE,275 JD 39
49,M,412,En Couple,1,FALSE,1053 HE 59
28,M,219,En Couple,0,FALSE,5303 AP 90
29,M,554,Célibataire,0,FALSE,2224 QN 58
30,M,523,En Couple,1,TRUE,1402 TS 56
25,F,970,Seule,3,FALSE,9230 YJ 11
50,M,466,En Couple,4,FALSE,6522 KR 33
53,F,851,En Couple,3,FALSE,3081 JK 33
25,M,217,Seule,2,FALSE,9357 QM 13
47,F,173,En Couple,3,FALSE,5275 KK 64
53,M,450,En Couple,4,TRUE,4226 HU 54
82,M,427,Célibataire,0,FALSE,5578 VL 62
62,M,415,Célibataire,0,FALSE,9957 WB 58
33,M,1390,Célibataire,0,FALSE,5893 TQ 63
50,M,445,En Couple,2,FALSE,7738 LJ 91
57,M,1074,Célibataire,0,FALSE,3766 DT 59
23,M,1106,Célibataire,0,FALSE,1839 OC 43
59,F,457,En Couple,3,TRUE,1663 QD 64
64,F,1264,Célibataire,0,FALSE,8668 GW 68
28,M,552,En Couple,2,TRUE,543 RO 25
65,F,1270,En Couple,2,FALSE,6243 DJ 29
71,M,219,En Couple,1,FALSE,5580 VX 16
20,M,555,En Couple,2,FALSE,2738 XH 62
58,M,1374,Célibataire,0,FALSE,6200 JT 68
48,M,471,Célibataire,0,FALSE,9885 VJ 10
53,F,703,Célibataire,0,FALSE,8367 XS 27
